OID_,TreID_1,DATEPLANTE,nw_ddrs,GGC_PUB,REPLACE,COMMENT,Cultivar,GGC_SEA,GGC_YEA,CITY_GG,Family,Genus,Deciduous,Broadleaf,Species,Native_Sta,DBH_dcr,Hght_dc,ADDRESS,OWNERAD,RD_NUM,RD_NUMB,RD_NAME,RD_SUFF,dt_strn,BSp_17,Cmmnt_1,DBH1_17,DBH2_17,Hght_17,LUse_17,M_17,StTp_17,V_17,Wth_17,CommonName,NewTrID,Rnd_Smp,H17_Smp,DBH2H_17,DBH1H_17,HERO2017,StTp_24,LUse_24,Bsp_24,V_24,Con_24,Com_24,Crew_24,DBH1_24,DBH1H_24,DBH2_24,DBH2H_24,Hgt_24,Wth_24,D_24,M_24,CreationDate,Creator,EditDate,Editor,X,Y
480,200372,9/16/2014,61 REYNOLDS AVENUE,PRIVATE, , ,Quercus x warei REGAL PRINCE 'Long',FALL,2014,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus x warei,Non Native,0, , ,61 Reynolds Ave,61, ,REYNOLDS,AVENUE,92014, , ,0,0,0, , , ,0,0,Hybrid Oak,886,1,0,0,0,1,SY,SFR-D,No,1,Good, , AN JHK QCM ,5.3,13,0,0,26,7,6/26/2024 14:24,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,237931.9719,906023.2253
481,201104,9/16/2014,61 REYNOLDS AVENUE,PRIVATE, , ,Quercus x warei REGAL PRINCE 'Long',FALL,2014,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus x warei,Non Native,0, , ,61 Reynolds Ave,61, ,REYNOLDS,AVENUE,92014, , ,0,0,0, , , ,0,0,Hybrid Oak,887,1,0,0,0,1,SY,SFR-D,No,1,Good, , AN JHK QCM ,5.4,14,0,0,25,6,6/26/2024 14:30,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,237933.1598,906031.2765
482,200454,9/16/2014,61 REYNOLDS AVENUE,PRIVATE, , ,Quercus x warei REGAL PRINCE 'Long',FALL,2014,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus x warei,Non Native,0, , ,61 Reynolds Ave,61, ,REYNOLDS,AVENUE,92014, , ,0,0,0, , , ,0,0,Hybrid Oak,888,1,0,0,0,1,SY,SFR-D,No,1,Good, , AN JHK QCM ,5.2,6,0,0,25,6.5,6/26/2024 14:28,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,237932.9619,906029.9567
483,201199,9/16/2014,61 REYNOLDS AVENUE,PRIVATE, , ,Quercus x warei REGAL PRINCE 'Long',FALL,2014,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus x warei,Non Native,0, , ,61 Reynolds Ave,61, ,REYNOLDS,AVENUE,92014, , ,0,0,0, , , ,0,0,Hybrid Oak,889,1,0,0,0,1,SY,SFR-D,Yes,1,Good, , AN JHK QCM ,5.1,11,0,0,25,7,6/26/2024 14:25,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,237932.1699,906025.0071
484,200166,9/16/2014,61 REYNOLDS AVENUE,PRIVATE, , ,Quercus x warei REGAL PRINCE 'Long',FALL,2014,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus x warei,Non Native,0, , ,61 Reynolds Ave,61, ,REYNOLDS,AVENUE,92014, , ,0,0,0, , , ,0,0,Hybrid Oak,890,1,0,0,0,1,SY,SFR-D,Yes,1,Good, , AN JHK QCM ,4.5,7,0,0,25,6,6/26/2024 14:26,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,237932.3679,906026.657
485,201188,9/16/2014,61 REYNOLDS AVENUE,PRIVATE, , ,Quercus x warei REGAL PRINCE 'Long',FALL,2014,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus x warei,Non Native,0, , ,61 Reynolds Ave,61, ,REYNOLDS,AVENUE,92014, , ,0,0,0, , , ,0,0,Hybrid Oak,891,1,0,0,0,1,SY,SFR-D,No,1,Good, , AN JHK QCM ,4.9,8,0,0,25,7,6/26/2024 14:27,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,237932.6979,906028.5048
486,200811,9/17/2014,45 PARKER STREET,PUBLIC, , ,Cornus kousa,FALL,2014,CHELSEA,Cornaceae,Cornus,Deciduous,Broadleaf,Cornus kousa,Non Native,0, , ,45 Parker St,45, ,PARKER,STREET,92014, , ,0,0,0, , , ,0,0,Kousa Dogwood,892,1,0,0,0,1,SP,SFR-D,Yes,1,Good, , MLAOCJHK,3.9,10,0,0,11.5,16,6/25/2024 17:56,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,238852.5143,905360.2546
492,201095,9/10/2014,275 WASHINGTON AVENUE,PRIVATE, , ,Cercis canadensis,FALL,2014,CHELSEA,Fabaceae,Cercis,Deciduous,Broadleaf,Cercis canadensis,Native,0, , ,275 Washington Ave,275, ,WASHINGTON,AVENUE,92014, , ,0,0,0, , , ,0,0,Eastern Redbud,906,1,0,0,0,1,FY,SFR-D, , , , , AN KC,0,0,0,0,0,0,6/27/2024 19:40,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:55,ANelson_clarku,238346.173,905748.9973
497,200378,9/5/2014,82 PRESCOTT AVENUE,PRIVATE, , ,Malus spp.,FALL,2014,CHELSEA,Rosaceae,Malus,Deciduous,Broadleaf,Malus spp.,Non Native,0, , ,82 Prescott Ave,82, ,PRESCOTT,AVENUE,92014, , ,0,0,0, , , ,0,0,Apple,915,1,0,0,0,1,BY,SFR-D,No,1,Good, , TH AC QCM ,2,34,0,0,9,9.5,6/25/2024 18:47,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238723.4858,905917.7483
498,200824,9/5/2014,82 PRESCOTT AVENUE,PRIVATE, , ,Ostrya virginiana,FALL,2014,CHELSEA,Betulaceae,Ostrya,Deciduous,Broadleaf,Ostrya virginiana,Native,0, , ,82 Prescott Ave,82, ,PRESCOTT,AVENUE,92014, , ,0,0,0, , , ,0,0,American Hophornbeam,916,1,0,0,0,1,BY,SFR-D,No,1,Good, , TH AC QCM ,2.6,54,0,0,13,13.5,6/25/2024 18:50,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238718.3582,905903.505
499,201252,9/5/2014,82 PRESCOTT AVENUE,PRIVATE, , ,Carpinus caroliniana,FALL,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus caroliniana,Native,0, , ,82 Prescott Ave,82, ,PRESCOTT,AVENUE,92014, , ,0,0,0, , , ,0,0,American Hornbeam,917,1,0,0,0,1,BY,SFR-D, , , , , TH AC QCM ,0,0,0,0,0,0,6/25/2024 18:49,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238721.9665,905900.4664
500,200037,9/5/2014,82 PRESCOTT AVENUE,PRIVATE, , ,Carpinus caroliniana,FALL,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus caroliniana,Native,0, , ,82 Prescott Ave,82, ,PRESCOTT,AVENUE,92014, , ,0,0,0, , , ,0,0,American Hornbeam,918,1,0,0,0,1,BY,SFR-D, , , , , TH AC QCM ,0,0,0,0,0,0,6/25/2024 18:48,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238714.8449,905906.4486
503,200734,9/9/2014,83 ORANGE STREET,PRIVATE, , ,Styphnolobium japonicum,FALL,2014,CHELSEA,Fabaceae,Styphnolobium,Deciduous,Broadleaf,Styphnolobium japonicum,Non Native,0, , ,83 Orange St,83, ,ORANGE,STREET,92014, , ,0,0,0, , , ,0,0,Japanese Pagoda Tree,921,1,0,0,0,1,FY,SFR-D, , , , , AN JHK QCM,0,0,0,0,0,0,6/26/2024 18:22,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238337.6369,905527.0642
504, ,9/9/2014,83 ORANGE STREET,PRIVATE, , ,Abies concolor,FALL,2014,CHELSEA,Pinaceae,Abies,Evergreen,Conifer,Abies concolor,Native,0, , ,83 Orange St,83, ,ORANGE,STREET,92014, , ,0,0,0, , , ,0,0,White Fir,922,1,0,0,0,1,FY,SFR-D,No,1,Good, , AN JHK QCM,4.7,54,0,0,11,8.25,6/26/2024 18:23,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238330.0731,905529.6536
510,201170,9/26/2014,41 JOHN STREET,PRIVATE, , ,Cornus x rutgersensis,FALL,2014,CHELSEA,Cornaceae,Cornus,Deciduous,Broadleaf,Cornus x rutgersensis,Non Native,0, , ,41 John St,41, ,JOHN,STREET,92014, , ,0,0,0, , , ,0,0,Rutgers Hybrid Dogwood,928,1,0,0,0,1,FY,SFR-D,Yes,1,Good, , MLAOCJHK,3.5,14,0,0,11,11.5,6/25/2024 18:49,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238841.2107,905540.5896
511,200320,9/26/2014,41 JOHN STREET,PRIVATE, , ,Abies concolor,FALL,2014,CHELSEA,Pinaceae,Abies,Evergreen,Conifer,Abies concolor,Native,0, , ,41 John St,41, ,JOHN,STREET,92014, , ,0,0,0, , , ,0,0,White Fir,929,1,0,0,0,1,FY,SFR-D,No,1,Good, , MLAOCJHK,7.2,54,0,0,20,9.5,6/25/2024 18:52,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238845.4421,905538.9167
512,200172,9/19/2014,56 ADDISON STREET,PRIVATE, , ,Amelanchier spp.,FALL,2014,CHELSEA,Rosaceae,Amelanchier,Deciduous,Broadleaf,Amelanchier spp.,Nativar,0, , ,56 Addison St,56, ,ADDISON,STREET,92014, , ,0,0,0, , , ,0,0,Serviceberry,930,1,0,0,0,1,SY,SFR-D, , , , , ANJHKQCN,0,0,0,0,0,0,6/26/2024 19:04,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238338.345,905374.0519
513,200748,9/19/2014,56 ADDISON STREET,PRIVATE, , ,Prunus cerasifera,FALL,2014,CHELSEA,Rosaceae,Prunus,Deciduous,Broadleaf,Prunus cerasifera,Non Native,0, , ,56 Addison St,56, ,ADDISON,STREET,92014, , ,0,0,0, , , ,0,0,Cherry Plum,931,1,0,0,0,1,SY,SFR-D, , , , , AN JHK QCM,0,0,0,0,0,0,6/26/2024 19:04,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238333.6409,905369.0834
515,200045,9/24/2014,56 ADDISON STREET,PRIVATE, , ,Acer x freemanii 'Armstrong',FALL,2014,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer x freemanii,Non Native,0, , ,56 Addison St,56, ,ADDISON,STREET,92014, , ,0,0,0, , , ,0,0,Freeman Maple,933,1,0,0,0,1,BY,SFR-D, , , , , AN QCM JK,0,0,0,0,0,0,6/26/2024 19:04,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238335.3323,905367.2335
516,200334,9/24/2014,56 ADDISON STREET,PRIVATE, , ,Acer x freemanii 'Armstrong',FALL,2014,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer x freemanii,Non Native,0, , ,56 Addison St,56, ,ADDISON,STREET,92014, , ,0,0,0, , , ,0,0,Freeman Maple,934,1,0,0,0,1,BY,SFR-D, , , , , AN QCM JK,0,0,0,0,0,0,6/26/2024 19:04,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238336.8122,905365.7535
517,200200,9/24/2014,56 ADDISON STREET,PRIVATE, , ,Acer x freemanii 'Armstrong',FALL,2014,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer x freemanii,Non Native,0, , ,56 Addison St,56, ,ADDISON,STREET,92014, , ,0,0,0, , , ,0,0,Freeman Maple,935,1,0,0,0,1,BY,SFR-D, , , , , AN QCM JK,0,0,0,0,0,0,6/26/2024 19:03,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238338.2922,905364.2736
518,200008,9/22/2014,60 PRESCOTT AVENUE,PRIVATE, , ,Stewartia pseudocamellia,FALL,2014,CHELSEA,Theaceae,Stewartia,Deciduous,Broadleaf,Stewartia pseudocamellia,Non Native,0, , ,60 Prescott Ave,60, ,PRESCOTT,AVENUE,92014, , ,0,0,0, , , ,0,0,Japanese Stewartia,936,1,0,0,0,1,FY,SFR-D,Yes,4,Poor, mostly surviving on basal sprouts , TH AC QCM ,2.6,6,0,0,3.2,4,6/25/2024 18:56,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238812.5352,905877.6983
519,201223,9/23/2014,60 PRESCOTT AVENUE,PRIVATE, , ,Acer x freemanii 'Armstrong',FALL,2014,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer x freemanii,Non Native,0, , ,60 Prescott Ave,60, ,PRESCOTT,AVENUE,92014, , ,0,0,0, , , ,0,0,Freeman Maple,937,1,0,0,0,1,FY,SFR-D, , , , , TH AC QCM ,0,0,0,0,0,0,6/25/2024 18:59,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238810.5515,905879.0986
520,200793,9/23/2014,60 PRESCOTT AVENUE,PRIVATE, , ,Acer x freemanii 'Armstrong',FALL,2014,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer x freemanii,Non Native,0, , ,60 Prescott Ave,60, ,PRESCOTT,AVENUE,92014, , ,0,0,0, , , ,0,0,Freeman Maple,938,1,0,0,0,1,FY,SFR-D, , , , , TH AC QCM ,0,0,0,0,0,0,6/25/2024 19:04,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238805.4171,905873.1474
521,200531,9/23/2014,60 PRESCOTT AVENUE,PRIVATE, , ,Acer x freemanii 'Armstrong',FALL,2014,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer x freemanii,Non Native,0, , ,60 Prescott Ave,60, ,PRESCOTT,AVENUE,92014, , ,0,0,0, , , ,0,0,Freeman Maple,939,1,0,0,0,1,FY,SFR-D, , , , , TH AC QCM ,0,0,0,0,0,0,6/25/2024 19:04,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238807.4009,905875.2478
522,200923,9/23/2014,60 PRESCOTT AVENUE,PRIVATE, , ,Acer x freemanii 'Armstrong',FALL,2014,CHELSEA,Sapindaceae,Acer,Deciduous,Broadleaf,Acer x freemanii,Non Native,0, , ,60 Prescott Ave,60, ,PRESCOTT,AVENUE,92014, , ,0,0,0, , , ,0,0,Freeman Maple,940,1,0,0,0,1,FY,SFR-D, , , , , TH AC QCM ,0,0,0,0,0,0,6/25/2024 19:00,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238809.0345,905877.3483
523,200224,9/15/2014,60 PRESCOTT AVENUE,PRIVATE, , ,Carpinus caroliniana,FALL,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus caroliniana,Native,0, , ,60 Prescott Ave,60, ,PRESCOTT,AVENUE,92014, , ,0,0,0, , , ,0,0,American Hornbeam,941,1,0,0,0,1,BY,SFR-D, , , , , TH AC QCM ,0,0,0,0,0,0,6/25/2024 19:06,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238798.299,905863.6955
524,200314,9/15/2014,60 PRESCOTT AVENUE,PRIVATE, , ,Carpinus caroliniana,FALL,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus caroliniana,Native,0, , ,60 Prescott Ave,60, ,PRESCOTT,AVENUE,92014, , ,0,0,0, , , ,0,0,American Hornbeam,942,1,0,0,0,1,BY,SFR-D, , , , , TH AC QCM ,0,0,0,0,0,0,6/25/2024 19:08,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238820.1201,905845.8419
525,200635,9/15/2014,60 PRESCOTT AVENUE,PRIVATE, , ,Ostrya virginiana,FALL,2014,CHELSEA,Betulaceae,Ostrya,Deciduous,Broadleaf,Ostrya virginiana,Native,0, , ,60 Prescott Ave,60, ,PRESCOTT,AVENUE,92014, , ,0,0,0, , , ,0,0,American Hophornbeam,943,1,0,0,0,1,BY,SFR-D,No,1,Good, , TH AC QCM ,2.3,54,0,0,17,15.5,6/25/2024 19:06,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238829.9221,905859.9614
531,200559,10/24/2014,111 ADDISON STREET,PRIVATE, , ,Picea pungens,FALL,2014,CHELSEA,Pinaceae,Picea,Evergreen,Conifer,Picea pungens,Non Native,0, , ,111 Addison St,111, ,ADDISON,STREET,102014, , ,0,0,0, , , ,0,0,Blue Spruce,957,1,0,0,0,1,BY,SFR-D, , , , , AN JHK QCM,0,0,0,0,0,0,6/26/2024 17:46,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238219.2128,905584.3192
532,200677,10/24/2014,111 ADDISON STREET,PRIVATE, , ,Carpinus caroliniana,FALL,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus caroliniana,Native,0, , ,111 Addison St,111, ,ADDISON,STREET,102014, , ,0,0,0, , , ,0,0,American Hornbeam,958,1,0,0,0,1,BY,SFR-D, , , , , AN JHK QCM,0,0,0,0,0,0,6/26/2024 17:46,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238217.1083,905586.6094
533,200213,10/24/2014,111 ADDISON STREET,PRIVATE, , ,Carpinus caroliniana,FALL,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus caroliniana,Native,0, , ,111 Addison St,111, ,ADDISON,STREET,102014, , ,0,0,0, , , ,0,0,American Hornbeam,959,1,0,0,0,1,BY,SFR-D, , , , , AN JHK QCM,0,0,0,0,0,0,6/26/2024 17:47,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238215.499,905589.7042
534,200286,10/30/2014,59 PRESCOTT AVENUE,PRIVATE, , ,Pinus strobus 'Fastigiata',FALL,2014,CHELSEA,Pinaceae,Pinus,Evergreen,Conifer,Pinus strobus,Nativar,0, , ,59 Prescott Ave,59, ,PRESCOTT,AVENUE,102014, , ,0,0,0, , , ,0,0,Eastern White Pine,970,1,0,0,0,1,BY,SFR-D, , , , , TH AC QCM ,0,0,0,0,0,0,6/25/2024 19:12,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238860.1717,905898.5888
535,201284,10/30/2014,59 PRESCOTT AVENUE,PRIVATE, , ,Pinus strobus 'Fastigiata',FALL,2014,CHELSEA,Pinaceae,Pinus,Evergreen,Conifer,Pinus strobus,Nativar,0, , ,59 Prescott Ave,59, ,PRESCOTT,AVENUE,102014, , ,0,0,0, , , ,0,0,Eastern White Pine,971,1,0,0,0,1,BY,SFR-D,No,1,Good, , TH AC QCM ,8.8,54,0,0,26,15,6/25/2024 19:17,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238846.3595,905910.0196
536,200702,10/30/2014,59 PRESCOTT AVENUE,PRIVATE, , ,Pinus strobus 'Fastigiata',FALL,2014,CHELSEA,Pinaceae,Pinus,Evergreen,Conifer,Pinus strobus,Nativar,0, , ,59 Prescott Ave,59, ,PRESCOTT,AVENUE,102014, , ,0,0,0, , , ,0,0,Eastern White Pine,972,1,0,0,0,1,BY,SFR-D, , , , , TH AC QCM ,0,0,0,0,0,0,6/25/2024 19:13,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238853.5038,905904.3994
537,200126,10/30/2014,59 PRESCOTT AVENUE,PRIVATE, , ,Pinus strobus 'Fastigiata',FALL,2014,CHELSEA,Pinaceae,Pinus,Evergreen,Conifer,Pinus strobus,Nativar,0, , ,59 Prescott Ave,59, ,PRESCOTT,AVENUE,102014, , ,0,0,0, , , ,0,0,Eastern White Pine,973,1,0,0,0,1,BY,SFR-D,No,1,Good, , TH AC QCM ,5.5,54,0,0,23,15,6/25/2024 19:14,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238850.1698,905907.1619
538,200283,10/30/2014,59 PRESCOTT AVENUE,PRIVATE, , ,Pinus strobus 'Fastigiata',FALL,2014,CHELSEA,Pinaceae,Pinus,Evergreen,Conifer,Pinus strobus,Nativar,0, , ,59 Prescott Ave,59, ,PRESCOTT,AVENUE,102014, , ,0,0,0, , , ,0,0,Eastern White Pine,974,1,0,0,0,1,BY,SFR-D, , , , , TH AC QCM ,0,0,0,0,0,0,6/25/2024 19:12,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238857.1235,905901.4465
539,200256,10/30/2014,59 PRESCOTT AVENUE,PRIVATE, , ,Syringa reticulata 'Ivory Silk',FALL,2014,CHELSEA,Oleaceae,Syringa,Deciduous,Broadleaf,Syringa reticulata,Non Native,0, , ,59 Prescott Ave,59, ,PRESCOTT,AVENUE,102014, , ,0,0,0, , , ,0,0,Japanese Tree Lilac,975,1,0,0,0,1,SY,SFR-D,No,2,Good, , TH AC QCM ,6.4,13,0,0,18.5,12,6/25/2024 19:20,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238836.908,905900.6332
540,200456,10/30/2014,59 PRESCOTT AVENUE,PRIVATE, , ,Carpinus caroliniana,FALL,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus caroliniana,Native,0, , ,59 Prescott Ave,59, ,PRESCOTT,AVENUE,102014, , ,0,0,0, , , ,0,0,American Hornbeam,976,1,0,0,0,1,SY,SFR-D,No,1,Good, , TH AC QCM ,4.6,54,0,0,23,20,6/25/2024 19:18,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238833.9589,905898.2798
541,200065,10/30/2014,59 PRESCOTT AVENUE,PRIVATE, , ,Carpinus caroliniana,FALL,2014,CHELSEA,Betulaceae,Carpinus,Deciduous,Broadleaf,Carpinus caroliniana,Native,0, , ,59 Prescott Ave,59, ,PRESCOTT,AVENUE,102014, , ,0,0,0, , , ,0,0,American Hornbeam,977,1,0,0,0,1,SY,SFR-D,No,1,Good, , TH AC QCM ,3.3,54,0,0,14,13,6/25/2024 19:11,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238863.982,905890.3967
542,200214,10/30/2014,59 PRESCOTT AVENUE,PRIVATE, , ,Syringa reticulata,FALL,2014,CHELSEA,Oleaceae,Syringa,Deciduous,Broadleaf,Syringa reticulata,Non Native,0, , ,59 Prescott Ave,59, ,PRESCOTT,AVENUE,102014, , ,0,0,0, , , ,0,0,Japanese Tree Lilac,978,1,0,0,0,1,SY,SFR-D,No,1,Good, , TH AC QCM ,4.2,54,0,0,15,7.75,6/25/2024 19:09,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238861.1243,905886.6817
543,200962,10/24/2014,79 PRESCOTT AVENUE,PRIVATE, , ,Syringa reticulata,FALL,2014,CHELSEA,Oleaceae,Syringa,Deciduous,Broadleaf,Syringa reticulata,Non Native,0, , ,79 Prescott Ave,79, ,PRESCOTT,AVENUE,102014, , ,0,0,0, , , ,0,0,Japanese Tree Lilac,981,1,0,0,0,1,FY,SFR-D,No,2,Fair, , TH AC QCM ,2.2,54,0,0,10,4.75,6/25/2024 18:45,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238749.8818,905953.1326
549,200413,11/18/2014,1 GRANDVIEW ROAD,PRIVATE, , ,Picea pungens,FALL,2014,CHELSEA,Pinaceae,Picea,Evergreen,Conifer,Picea pungens,Non Native,0, , ,1 Grandview Rd,1, ,GRANDVIEW,ROAD,112014, , ,0,0,0, , , ,0,0,Blue Spruce,995,1,0,0,0,1,BY,SFR-D,No,1,Good, ,  ML AN,2.7,54,0,0,10,9.5,6/24/2024 21:05,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238374.9496,906551.0428
550,200586,11/18/2014,1 GRANDVIEW ROAD,PRIVATE, , ,Cercis canadensis,FALL,2014,CHELSEA,Fabaceae,Cercis,Deciduous,Broadleaf,Cercis canadensis,Native,0, , ,1 Grandview Rd,1, ,GRANDVIEW,ROAD,112014, , ,0,0,0, , , ,0,0,Eastern Redbud,996,1,0,0,0,1,BY,SFR-D,No,1,Fair, ,  ML AN,1.9,54,0,0,9.5,18,6/24/2024 21:03,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238372.0989,906547.3904
553,200718,10/20/2014,55 CLARK AVENUE,PRIVATE, , ,Quercus x warei REGAL PRINCE 'Long',FALL,2014,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus x warei,Non Native,0, , ,55 Clark Ave,55, ,CLARK,AVENUE,102014, , ,0,0,0, , , ,0,0,Hybrid Oak,1001,1,0,0,0,1,BY,SFR-D, , , , , EGB ML TH,0,0,0,0,0,0,6/27/2024 18:17,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238898.4058,905294.0372
554,200939,10/20/2014,55 CLARK AVENUE,PRIVATE, , ,Quercus x warei REGAL PRINCE 'Long',FALL,2014,CHELSEA,Fagaceae,Quercus,Deciduous,Broadleaf,Quercus x warei,Non Native,0, , ,55 Clark Ave,55, ,CLARK,AVENUE,102014, , ,0,0,0, , , ,0,0,Hybrid Oak,1002,1,0,0,0,1,BY,SFR-D, , , , , EGB ML TH,0,0,0,0,0,0,6/27/2024 18:17,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238899.6048,905292.1637
555,200673,10/20/2014,26 LOUIS STREET,PRIVATE, , ,Stewartia pseudocamellia,FALL,2014,CHELSEA,Theaceae,Stewartia,Deciduous,Broadleaf,Stewartia pseudocamellia,Non Native,0, , ,26 Louis St,26, ,LOUIS,STREET,102014, , ,0,0,0, , , ,0,0,Japanese Stewartia,1004,1,0,0,0,1,BY,SFR-D, , , , , ACJRK,0,0,0,0,0,0,6/27/2024 15:13,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,239700.9714,905649.8758
556,200868,10/20/2014,26 LOUIS STREET,PRIVATE, , ,Picea pungens,FALL,2014,CHELSEA,Pinaceae,Picea,Evergreen,Conifer,Picea pungens,Non Native,0, , ,26 Louis St,26, ,LOUIS,STREET,102014, , ,0,0,0, , , ,0,0,Blue Spruce,1005,1,0,0,0,1,BY,SFR-D, , , , ,ACJRK,0,0,0,0,0,0,6/27/2024 15:12,Removed,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,239698.3757,905642.5214
557,200517,9/29/2014,95 SAGAMORE AVENUE,PRIVATE, , ,Cornus florida,FALL,2014,CHELSEA,Cornaceae,Cornus,Deciduous,Broadleaf,Cornus florida,Native,0, , ,95 Sagamore Ave,95, ,SAGAMORE,AVENUE,92014, , ,0,0,0, , , ,0,0,Flowering Dogwood,1008,1,0,0,0,1,BY,SFR-D,No,1,Good, , JAJHK,4.4,20,0,0,18,15,6/27/2024 14:02,Alive,6/20/2024 19:00,ANelson_clarku,7/1/2024 2:56,ANelson_clarku,238516.125,906136.2141
